husage,husunion,husearns,huseduc,husblck,hushisp,hushrs,kidge6,earns,age,black,educ,hispanic,union,faminc,husexp,exper,kidlt6,hours,nwifeinc,inlf,hrwage
26,0,600,13,0,0,44,0,374,27,0,13,0,1,37500,7,8,0,40,18.052,1,9.35
49,0,1200,18,0,0,50,0,650,48,0,16,0,1,112500,25,26,0,40,78.7,1,16.25
43,0,700,15,0,0,40,1,520,43,0,16,0,0,67500,22,21,0,40,40.46,1,13
27,1,461,12,0,0,56,0,480,27,0,12,0,0,45000,9,9,0,40,20.04,1,12
32,0,480,12,0,0,40,1,125,35,0,12,0,0,22500,14,17,0,25,16,1,5
37,0,340,12,0,0,40,1,139,36,0,12,0,0,27500,19,18,0,20,20.272,1,6.95
42,1,488,18,0,0,50,1,150,39,0,14,0,0,37500,18,19,0,25,29.7,1,6
49,0,658,12,0,0,42,1,400,46,0,13,0,0,45000,31,27,0,40,24.2,1,10
40,1,624,13,0,0,48,0,720,39,0,15,0,0,3000,21,18,1,24,0,1,30
49,0,639,16,0,0,40,1,173,45,0,12,0,0,3000,27,27,0,24,0,1,7.208333
49,0,54,13,0,0,11,1,480,46,0,18,0,0,55000,30,22,0,40,30.04,1,12
41,0,635,16,0,0,40,1,504,37,0,16,0,0,67500,19,15,0,40,41.292,1,12.6
36,0,200,16,0,0,40,0,662,30,0,13,1,1,32500,14,11,1,40,0,1,16.55
39,1,982,14,1,0,48,0,240,32,1,12,0,0,55000,19,14,1,40,42.52,1,6
50,1,326,11,0,0,40,1,144,47,0,12,0,0,67500,33,29,0,20,60.012,1,7.2
44,0,500,16,0,0,40,1,184,40,0,12,0,1,0,22,22,0,30,0,1,6.133333
31,0,327,12,0,0,40,0,350,31,0,16,0,0,3000,13,9,1,40,0,1,8.75
26,0,40,12,1,0,8,0,240,27,1,12,0,0,11500,8,9,0,40,0,1,6
36,1,230,10,0,0,36,1,250,27,0,7,0,0,27500,20,14,0,36,14.5,1,6.944445
37,0,525,14,0,0,45,0,340,35,0,14,0,0,45000,17,15,1,28,27.32,1,12.14286
25,0,450,12,0,0,66,0,300,27,0,12,0,0,37500,7,9,0,40,21.9,1,7.5
32,1,650,13,0,0,40,0,450,27,0,16,0,1,37500,13,5,0,40,14.1,1,11.25
46,0,360,12,0,0,84,0,512,41,0,12,0,1,55000,28,23,0,40,28.376,1,12.8
42,0,1469,16,0,0,50,1,39,41,0,16,0,0,67500,20,19,0,4,65.472,1,9.75
43,0,877,18,0,0,40,1,462,40,0,10,0,0,67500,19,24,0,40,43.476,1,11.55
43,1,518,12,0,0,40,0,164,41,0,12,0,0,37500,25,23,0,30,28.972,1,5.466667
46,1,673,16,0,0,40,1,48,43,0,14,0,0,37500,24,23,0,16,35.004,1,3
45,0,750,18,0,0,60,0,1000,44,0,18,0,0,112500,21,20,0,40,60.5,1,25
21,0,414,13,0,0,40,0,380,21,0,14,0,1,32500,2,1,1,40,12.74,1,9.5
59,1,500,13,0,0,40,0,400,48,0,13,0,0,67500,40,29,0,40,46.7,1,10
55,0,325,12,0,0,40,0,400,51,0,12,0,0,37500,37,33,0,40,16.7,1,10
32,0,550,16,0,0,0,0,325,32,0,12,0,0,37500,10,14,1,40,20.6,1,8.125
37,0,540,12,0,0,45,0,75,37,0,16,0,0,37500,19,15,1,12,33.6,1,6.25
32,1,375,12,1,0,40,0,400,30,1,12,0,1,32500,14,12,1,40,11.7,1,10
44,0,900,18,0,0,40,0,500,41,0,18,0,0,67500,20,17,1,40,41.5,1,12.5
25,0,220,12,0,0,46,0,150,21,0,12,0,0,17500,7,3,0,36,9.7,1,4.166667
51,0,420,0,1,0,60,0,160,45,1,12,0,0,13750,45,27,0,40,5.43,1,4
56,1,850,16,0,0,43,0,450,52,0,12,0,1,67500,34,34,0,40,44.1,1,11.25
41,0,653,18,0,0,40,0,690,41,0,13,0,0,112500,17,22,0,40,76.62,1,17.25
35,0,740,16,0,0,40,0,558,30,0,16,0,0,67500,13,8,0,40,38.484,1,13.95
31,0,400,13,0,1,44,0,375,21,0,12,0,0,27500,12,3,1,40,8,1,9.375
37,0,481,13,0,0,40,0,220,27,0,13,0,0,45000,18,8,0,40,33.56,1,5.5
36,0,740,13,0,0,40,0,125,35,0,14,0,0,37500,17,15,1,20,31,1,6.25
36,0,600,14,0,0,0,1,126,35,0,16,0,0,67500,16,13,0,18,60.948,1,7
46,0,1000,16,0,0,40,1,321,39,0,16,0,0,55000,24,17,0,24,38.308,1,13.375
47,1,400,12,0,0,32,1,250,43,0,12,0,0,45000,29,25,0,30,32,1,8.333333
24,0,480,12,0,0,40,0,220,24,0,13,0,0,45000,6,5,1,40,33.56,1,5.5
39,0,600,12,0,0,45,1,147,38,0,14,0,0,55000,21,18,0,32,47.356,1,4.59375
31,0,798,12,0,0,40,1,327,37,0,12,0,1,37500,13,19,0,40,20.496,1,8.175
27,0,386,12,0,0,50,0,740,25,0,16,0,0,55000,9,3,0,45,16.52,1,16.44444
42,0,1300,18,0,0,53,1,1700,40,0,18,0,0,3000,18,16,0,50,0,1,34
23,0,750,16,0,0,50,0,780,23,0,16,0,0,55000,1,1,0,60,14.44,1,13
25,0,256,12,0,0,40,0,240,23,0,12,0,0,22500,7,5,0,40,10.02,1,6
35,0,350,8,0,0,40,1,163,36,0,12,0,0,32500,21,18,0,25,24.024,1,6.52
39,0,635,13,0,0,40,0,350,33,0,12,0,0,45000,20,15,1,40,26.8,1,8.75
39,0,600,13,0,0,55,0,600,37,0,15,0,0,55000,20,16,0,40,23.8,1,15
31,1,624,14,0,0,48,0,400,35,0,12,0,0,55000,11,17,1,40,34.2,1,10
34,0,750,16,0,0,40,0,400,34,0,18,0,1,112500,12,10,1,40,91.7,1,10
35,1,750,13,0,0,72,0,676,32,0,16,0,0,112500,16,10,1,24,77.348,1,28.16667
52,0,500,18,0,0,40,1,400,44,0,18,0,0,45000,28,20,0,40,24.2,1,10
51,0,640,14,0,0,55,0,629,52,0,14,0,0,45000,31,32,0,32,12.292,1,19.65625
41,0,700,15,0,0,55,0,600,31,0,16,0,0,67500,20,9,0,40,36.3,1,15
41,0,720,12,0,0,40,0,495,37,0,12,0,0,55000,23,19,1,48,29.26,1,10.3125
35,0,200,10,0,1,40,1,26,36,0,12,1,0,3000,19,18,0,6,1.648,1,4.333333
38,0,650,16,0,0,40,0,500,33,0,16,0,0,55000,16,11,0,40,29,1,12.5
35,1,640,14,0,0,55,0,260,36,0,12,0,0,27500,15,18,0,40,13.98,1,6.5
65,0,200,16,0,0,20,0,250,59,0,14,0,0,67500,43,39,0,20,54.5,1,12.5
36,0,240,12,0,0,40,0,460,33,0,16,0,1,45000,18,11,1,24,21.08,1,19.16667
30,0,600,12,0,1,40,0,175,28,0,12,1,0,32500,12,10,1,35,23.4,1,5
24,0,420,12,0,0,40,0,430,22,0,12,0,0,45000,6,4,0,40,22.64,1,10.75
48,0,1200,18,0,0,50,1,672,50,0,15,0,0,112500,24,29,0,40,77.556,1,16.8
26,0,320,15,0,0,40,0,500,24,0,12,0,0,55000,5,6,0,40,29,1,12.5
34,0,650,17,0,0,45,0,150,35,0,16,0,0,37500,11,13,1,10,29.7,1,15
24,0,420,16,0,0,45,0,206,22,0,16,0,0,27500,2,0,0,45,16.788,1,4.577778
51,1,520,18,0,0,80,0,200,48,0,12,0,0,32500,27,30,0,30,22.1,1,6.666667
50,0,660,16,1,0,40,0,440,50,1,12,0,1,3000,28,32,0,40,0,1,11
39,1,650,12,0,0,40,1,412,37,0,12,0,0,27500,21,19,0,40,6.076,1,10.3
40,0,480,12,1,0,40,1,423,36,1,14,0,0,45000,22,16,0,40,23.004,1,10.575
44,0,1500,14,0,1,40,0,360,40,0,12,1,0,45000,24,22,0,40,26.28,1,9
35,1,500,12,0,0,49,0,400,32,0,12,0,0,55000,17,14,1,40,34.2,1,10
47,0,1200,18,0,0,12,1,600,34,0,18,0,0,67500,23,10,0,35,36.3,1,17.14286
39,0,320,12,0,0,40,1,303,37,0,12,0,1,32500,21,19,0,30,16.744,1,10.1
35,0,400,16,0,0,40,0,448,33,0,16,0,0,45000,13,11,1,40,21.704,1,11.2
31,0,450,16,0,0,50,0,302,29,0,16,0,0,45000,9,7,1,40,29.296,1,7.55
31,0,350,12,0,0,50,0,280,29,0,12,0,0,3000,13,11,1,35,0,1,8
28,1,280,10,0,0,40,0,160,29,0,13,0,0,37500,12,10,1,24,29.18,1,6.666667
31,0,425,12,0,0,0,1,300,31,0,12,0,0,32500,13,13,0,40,16.9,1,7.5
26,0,420,12,0,0,72,0,120,26,0,12,0,0,11500,8,8,1,32,5.26,1,3.75
31,0,400,10,0,0,50,0,280,31,0,12,0,0,37500,15,13,1,40,22.94,1,7
41,0,650,14,0,0,55,1,163,42,0,14,0,0,112500,21,22,0,20,104.024,1,8.15
38,1,1800,12,0,0,60,1,175,33,0,12,0,0,45000,20,15,0,24,35.9,1,7.291667
21,0,400,12,0,0,82,0,200,20,0,12,0,0,17500,3,2,1,40,7.1,1,5
52,0,619,13,0,0,70,0,421,50,0,12,0,0,37500,33,32,0,40,15.608,1,10.525
31,0,176,12,0,0,32,0,598,28,0,16,0,0,32500,13,6,0,40,1.404,1,14.95
51,0,730,12,0,0,45,0,200,48,0,11,0,0,55000,33,31,0,32,44.6,1,6.25
34,1,586,12,0,0,56,0,224,34,0,12,0,0,27500,16,16,1,25,15.852,1,8.96
41,0,750,11,0,0,40,1,845,37,0,14,0,1,45000,24,17,0,32,1.06,1,26.40625
42,1,300,11,0,1,40,1,600,37,0,12,1,0,55000,25,19,0,50,23.8,1,12
21,0,250,12,0,0,40,0,206,22,0,12,0,0,0,3,4,0,40,0,1,5.15
34,0,600,11,0,1,40,1,238,36,0,9,0,0,45000,17,21,0,40,32.624,1,5.95
38,0,1150,12,0,0,45,1,256,35,0,12,0,0,67500,20,17,0,32,54.188,1,8
39,0,692,13,0,0,40,1,45,38,0,13,0,0,45000,20,19,0,10,42.66,1,4.5
49,0,600,13,0,0,40,0,370,33,0,15,0,0,45000,30,12,0,40,25.76,1,9.25
45,0,1230,16,0,0,40,1,92,42,0,12,0,0,112500,23,24,0,18,107.716,1,5.111111
35,0,800,10,0,0,40,1,200,26,0,14,0,0,17500,19,6,0,24,7.1,1,8.333333
33,0,808,18,0,0,40,0,827,32,0,18,0,0,67500,9,8,0,45,24.496,1,18.37778
49,1,720,12,0,0,40,0,490,48,0,12,0,1,112500,31,30,0,35,87.02,1,14
52,1,600,12,0,0,40,0,342,56,0,13,0,0,55000,34,37,0,35,37.216,1,9.771428
25,0,440,12,0,0,50,0,300,31,0,12,0,0,27500,7,13,1,35,11.9,1,8.571428
35,0,1500,18,0,0,45,0,300,32,0,18,0,0,67500,11,8,0,24,51.9,1,12.5
51,0,350,12,0,0,50,1,358,42,0,12,0,0,32500,33,24,0,40,13.884,1,8.95
58,0,300,12,0,0,40,0,300,54,0,12,0,0,0,40,36,0,50,0,1,6
55,0,985,18,0,0,0,0,276,55,0,12,0,1,112500,31,37,0,40,98.148,1,6.9
40,0,400,15,0,0,56,1,330,41,0,12,0,0,32500,19,23,0,40,15.34,1,8.25
47,0,1923,12,0,0,40,0,264,46,0,12,0,0,3000,29,28,0,40,0,1,6.6
48,0,540,11,0,0,65,0,255,46,0,12,0,0,45000,31,28,0,40,31.74,1,6.375
33,0,270,15,0,0,16,0,230,32,0,12,0,0,11500,12,14,0,40,0,1,5.75
47,0,700,18,0,0,50,1,225,47,0,12,0,0,55000,23,29,0,30,43.3,1,7.5
43,0,880,16,0,0,40,0,283,33,0,15,0,0,55000,21,12,1,35,40.284,1,8.085714
52,0,1500,12,0,1,46,0,480,33,0,14,0,0,112500,34,13,0,40,87.54,1,12
49,1,541,12,1,0,28,0,275,46,1,12,0,0,67500,31,28,0,40,53.2,1,6.875
48,0,1038,13,0,0,60,0,100,47,0,16,0,0,67500,29,25,0,21,62.3,1,4.761905
26,0,721,16,0,0,40,0,175,27,0,14,0,0,45000,4,7,1,18,35.9,1,9.722222
34,0,190,9,0,0,40,0,425,36,1,16,0,0,32500,19,14,0,40,10.4,1,10.625
31,0,475,12,0,0,0,0,385,38,0,12,0,0,45000,13,20,0,40,24.98,1,9.625
45,0,1923,15,0,0,50,0,2884.5,46,0,15,0,1,112500,24,25,0,40,0,1,72.1125
43,1,640,14,0,0,40,1,600,43,0,12,0,0,67500,23,25,0,40,36.3,1,15
33,0,1300,18,0,0,55,0,650,32,0,18,0,0,112500,9,8,1,50,78.7,1,13
48,1,700,12,0,0,35,0,1000,46,0,12,0,0,3000,30,28,0,60,0,1,16.66667
39,0,700,16,0,0,51,0,750,39,0,17,0,1,67500,17,16,1,40,28.5,1,18.75
62,0,290,8,0,0,40,0,194,59,0,12,0,0,45000,48,41,0,40,34.912,1,4.85
30,0,633,12,0,0,40,1,75,30,0,12,0,0,27500,12,12,0,21,23.6,1,3.571429
37,0,528,12,0,0,40,0,124,30,0,13,0,0,32500,19,11,1,20,26.052,1,6.2
38,0,730,16,0,0,43,0,280,38,0,16,0,0,45000,16,16,1,40,30.44,1,7
39,0,280,12,0,0,51,1,400,38,0,12,0,0,67500,21,20,0,45,46.7,1,8.888889
48,1,1600,17,0,0,40,1,600,42,0,17,0,1,112500,25,19,0,30,81.3,1,20
38,1,400,12,0,0,40,0,404,31,0,18,0,0,112500,20,7,0,40,91.492,1,10.1
35,0,1500,16,0,0,40,0,300,30,0,16,0,0,3000,13,8,1,21,0,1,14.28571
23,0,295,13,0,0,40,0,90,22,0,15,0,0,17500,4,1,1,45,12.82,1,2
37,1,510,12,1,0,40,1,480,35,1,12,0,1,45000,19,17,0,40,20.04,1,12
38,0,240,12,0,0,40,1,200,38,0,12,0,0,37500,20,20,0,40,27.1,1,5
48,1,520,12,0,0,40,0,224,43,0,12,0,0,37500,30,25,0,40,25.852,1,5.6
42,0,200,12,0,0,40,1,300,42,0,12,0,0,17500,24,24,0,40,1.9,1,7.5
33,0,480,12,0,0,40,1,500,38,0,18,0,0,45000,15,14,0,40,19,1,12.5
40,0,1100,16,0,0,40,1,48,39,0,16,0,0,3000,18,17,0,8,0.504,1,6
37,0,429,18,0,0,40,1,150,36,0,16,1,0,22500,13,14,0,12,14.7,1,12.5
43,1,645,15,0,0,56,0,613,45,0,18,0,1,112500,22,21,0,40,80.624,1,15.325
36,0,800,16,0,0,60,1,144,37,0,16,0,0,3000,14,15,0,25,0,1,5.76
27,0,652,12,0,0,60,0,280,25,0,12,0,0,37500,9,7,0,40,22.94,1,7
46,0,800,18,0,0,40,1,300,44,0,18,0,0,112500,22,20,0,20,96.9,1,15
37,1,330,12,0,0,23,1,306,32,0,14,0,0,32500,19,12,0,32,16.588,1,9.5625
44,0,550,12,0,0,40,1,450,41,0,14,0,0,55000,26,21,0,30,31.6,1,15
54,0,750,14,1,0,40,1,80,42,0,12,0,0,45000,34,24,0,12,40.84,1,6.666667
35,0,675,18,0,0,45,0,390,26,0,18,0,0,55000,11,2,1,18,34.72,1,21.66667
30,0,320,12,0,0,40,0,260,28,0,12,0,0,27500,12,10,1,40,13.98,1,6.5
45,0,1300,13,0,0,40,1,144,43,0,13,0,0,112500,26,24,0,18,105.012,1,8
47,1,630,11,0,0,40,1,624,44,0,12,0,1,67500,30,26,0,40,35.052,1,15.6
50,0,451,10,0,0,46,0,389,46,0,10,0,0,55000,34,30,0,40,34.772,1,9.725
50,0,769,14,0,0,40,0,490,50,0,12,0,0,3000,30,32,0,45,0,1,10.88889
39,1,560,12,0,0,40,0,360,41,0,12,0,0,45000,21,23,1,40,26.28,1,9
28,0,350,16,1,0,45,0,165,27,1,16,0,0,37500,6,5,1,20,28.92,1,8.25
29,0,252,12,0,1,38,0,250,29,0,15,1,0,32500,11,8,0,40,19.5,1,6.25
37,0,222,8,0,1,40,0,469,34,0,15,1,1,27500,23,13,1,40,3.112,1,11.725
40,0,1300,17,0,0,70,1,100,39,0,18,0,1,112500,17,15,0,45,107.3,1,2.222222
47,1,372,12,0,0,40,1,310,35,0,12,0,0,27500,29,17,0,50,11.38,1,6.2
42,0,750,12,0,0,50,1,236,42,0,12,0,0,45000,24,24,0,35,32.728,1,6.742857
34,1,600,14,0,0,40,0,460,35,0,13,0,1,55000,14,16,1,40,31.08,1,11.5
44,0,800,16,0,1,32,1,700,45,0,18,0,1,67500,22,21,0,40,31.1,1,17.5
34,0,800,17,0,0,40,0,530,28,0,16,0,0,55000,11,6,0,40,27.44,1,13.25
49,0,600,12,0,0,48,0,640,37,0,12,0,0,67500,31,19,0,40,34.22,1,16
33,1,386,12,0,0,40,0,420,31,0,12,0,1,22500,15,13,1,40,0.66,1,10.5
31,1,320,12,0,0,40,0,300,28,0,14,0,1,0,13,8,0,40,0,1,7.5
42,1,480,9,0,0,40,0,355,37,0,12,0,1,32500,27,19,1,40,14.04,1,8.875
42,0,923,16,1,0,40,1,923,41,1,16,0,0,112500,20,19,0,40,64.504,1,23.075
30,0,1923,18,0,0,60,0,594,28,0,16,0,0,112500,6,6,0,40,81.612,1,14.85
37,0,372,9,0,0,42,0,40,40,0,12,0,0,13750,22,22,0,8,11.67,1,5
41,1,452,11,0,1,42,0,160,30,0,9,1,0,22500,24,15,1,20,14.18,1,8
43,0,600,15,0,0,40,0,350,35,0,18,0,0,45000,22,11,1,40,26.8,1,8.75
30,1,637,16,0,0,16,0,555,29,0,16,0,0,55000,8,7,1,40,26.14,1,13.875
37,0,359,14,0,0,40,1,399,40,0,13,0,0,37500,17,21,0,40,16.752,1,9.975
30,1,595,14,0,1,48,0,430,30,0,16,1,0,55000,10,8,1,40,32.64,1,10.75
62,0,580,10,0,0,40,0,500,58,0,14,0,0,55000,46,38,0,45,29,1,11.11111
55,0,1500,18,0,0,45,0,770,55,0,12,0,0,112500,31,37,0,45,72.46,1,17.11111
58,0,500,14,0,0,44,0,240,54,0,12,0,0,37500,38,36,0,40,25.02,1,6
40,0,600,14,1,0,40,0,480,40,1,14,0,1,37500,20,20,0,40,12.54,1,12
40,0,1500,16,0,0,40,1,500,43,0,13,0,0,112500,18,24,0,40,86.5,1,12.5
30,0,1000,16,0,0,50,0,175,28,0,16,0,0,112500,8,6,0,24,103.4,1,7.291667
36,1,460,13,0,0,0,1,258,32,0,12,0,0,37500,17,14,0,45,24.084,1,5.733333
26,0,700,12,0,0,40,0,500,28,0,12,0,0,55000,8,10,0,40,29,1,12.5
58,0,550,16,0,0,32,0,155,52,0,16,0,0,37500,36,30,0,27,29.44,1,5.740741
60,0,264,10,0,0,16,0,348,54,0,10,0,1,112500,44,38,0,40,94.404,1,8.7
52,0,1000,16,0,0,30,0,520,36,0,16,0,0,112500,30,14,0,32,85.46,1,16.25
56,0,960,18,0,0,60,0,500,50,0,18,0,0,112500,32,26,0,40,86.5,1,12.5
24,0,615,16,0,0,40,0,346,24,0,16,0,0,22500,2,2,0,40,4.508,1,8.65
27,0,436,13,0,0,40,0,350,26,0,14,0,0,37500,8,6,0,40,19.3,1,8.75
32,1,760,12,0,0,54,0,84,31,0,12,0,1,32500,14,13,1,16,28.132,1,5.25
50,0,320,12,0,0,49,1,270,48,0,12,0,0,22500,32,30,0,25,8.46,1,10.8
38,0,410,16,0,0,40,1,450,38,0,12,1,0,27500,16,20,0,30,4.1,1,15
43,0,600,14,0,0,0,1,325,38,0,12,0,0,45000,23,20,0,45,28.1,1,7.222222
41,0,650,16,0,0,50,0,500,26,0,16,0,0,55000,19,4,1,50,29,1,10
32,0,250,16,0,0,40,0,500,29,0,14,0,0,112500,10,9,1,40,86.5,1,12.5
39,1,1300,13,0,0,0,1,296,38,0,8,0,0,37500,20,24,0,40,22.108,1,7.4
40,0,300,14,0,0,40,1,240,38,0,12,0,0,32500,20,20,0,40,20.02,1,6
36,0,1300,16,1,0,50,0,800,37,1,16,0,1,67500,14,15,1,20,25.9,1,40
32,0,528,13,0,0,55,0,270,31,0,12,0,0,37500,13,13,1,40,23.46,1,6.75
25,0,340,13,0,0,40,0,380,24,0,12,0,0,32500,6,6,1,40,12.74,1,9.5
39,0,600,18,0,0,40,0,570,38,0,16,0,0,37500,15,16,1,32,7.86,1,17.8125
46,0,615,12,0,1,39,0,300,53,0,12,1,0,37500,28,35,0,40,21.9,1,7.5
41,0,350,13,0,0,0,1,389,39,0,13,0,0,32500,22,20,0,40,12.272,1,9.725
50,1,460,9,0,0,40,0,210,47,0,12,0,0,22500,35,29,0,18,11.58,1,11.66667
33,0,415,12,0,0,50,0,285,32,0,12,0,0,0,15,14,1,40,0,1,7.125
67,0,1923,18,0,0,40,0,900,52,0,14,0,0,112500,43,32,0,36,65.7,1,25
40,0,475,12,0,0,60,1,258,43,0,12,0,0,32500,22,25,0,30,19.084,1,8.6
37,0,532,16,0,0,38,0,520,38,0,16,0,0,67500,15,16,1,40,40.46,1,13
31,0,200,10,0,0,60,0,472,58,0,9,0,0,0,15,43,0,40,0,1,11.8
29,0,420,12,0,0,40,0,150,31,0,12,0,0,32500,11,13,0,30,24.7,1,5
41,0,250,11,1,0,32,1,349,38,1,9,0,0,27500,24,23,0,40,9.352,1,8.725
37,0,400,18,0,0,60,0,546,35,0,16,0,0,45000,13,13,1,40,16.608,1,13.65
39,0,808,14,0,0,40,1,94,38,0,13,0,0,37500,19,19,0,20,32.612,1,4.7
26,0,320,16,0,0,40,0,280,23,0,16,0,0,27500,4,1,0,40,12.94,1,7
37,0,600,12,0,0,80,1,430,36,0,14,0,0,45000,19,16,0,48,22.64,1,8.958333
49,1,414,12,1,0,32,1,885,47,0,18,0,0,27500,31,23,0,35,0,1,25.28572
53,0,325,16,0,0,46,0,32,43,1,12,0,0,55000,31,25,0,10,53.336,1,3.2
41,0,540,11,0,0,48,1,342,42,0,15,0,0,45000,24,21,0,40,27.216,1,8.55
29,1,600,13,0,0,50,0,1500,29,0,12,0,0,45000,10,11,1,40,0,1,37.5
25,0,500,12,0,0,55,0,230,24,0,12,0,0,32500,7,6,1,40,20.54,1,5.75
45,1,900,17,0,0,46,1,550,45,0,14,0,0,112500,22,25,0,35,83.9,1,15.71429
28,0,332,12,0,0,40,0,320,25,0,14,0,0,27500,10,5,1,40,10.86,1,8
29,0,900,17,0,0,40,1,308,29,0,16,0,0,55000,6,7,0,40,38.984,1,7.7
46,0,820,16,0,0,32,0,195,45,0,12,0,1,45000,24,27,0,30,34.86,1,6.5
22,0,280,13,0,0,41,0,225,23,0,13,0,0,17500,3,4,0,40,5.8,1,5.625
52,0,366,9,0,0,40,0,160,44,0,13,0,1,22500,37,25,0,35,14.18,1,4.571429
47,1,320,8,0,0,12,0,150,39,0,12,0,0,22500,33,21,0,32,14.7,1,4.6875
34,0,807,16,0,0,18,0,713,34,0,16,0,0,67500,12,12,0,45,30.424,1,15.84444
21,0,288,12,0,0,40,0,36,18,0,10,0,0,22500,3,2,1,8,20.628,1,4.5
44,1,600,12,0,0,40,1,224,39,0,13,0,0,55000,26,20,0,32,43.352,1,7
58,0,600,12,0,0,32,1,700,39,0,13,0,0,112500,40,20,0,30,76.1,1,23.33333
40,1,548,17,0,0,40,1,252,39,0,12,0,0,45000,17,21,0,40,31.896,1,6.3
42,0,500,12,1,0,40,1,240,42,1,12,0,0,37500,24,24,0,40,25.02,1,6
27,1,342,12,0,0,40,1,345,25,0,12,0,0,22500,9,7,0,40,4.56,1,8.625
34,0,575,12,0,0,40,0,395,33,0,12,0,0,45000,16,15,0,40,24.46,1,9.875
51,0,176,15,0,0,40,1,304,44,0,12,0,1,37500,30,26,0,40,21.692,1,7.6
40,0,450,13,0,0,40,1,664,41,0,17,0,0,3000,21,18,0,35,0,1,18.97143
54,0,1200,16,0,0,40,0,165,51,0,12,0,0,67500,32,33,0,30,58.92,1,5.5
47,0,880,12,0,0,44,0,150,47,0,12,0,0,45000,29,29,0,25,37.2,1,6
43,0,1307,16,0,0,60,1,350,42,0,16,0,1,67500,21,20,0,30,49.3,1,11.66667
24,0,264,10,0,0,40,0,200,20,0,12,0,0,22500,8,2,0,40,12.1,1,5
32,0,196,14,1,0,40,0,212,31,1,14,0,0,32500,12,11,0,40,21.476,1,5.3
55,0,396,12,1,0,40,1,700,43,1,17,0,0,55000,37,20,0,40,18.6,1,17.5
49,0,300,12,1,0,40,0,135,52,1,12,0,0,22500,31,34,0,32,15.48,1,4.21875
50,0,920,12,0,0,40,0,675,46,0,16,0,0,112500,32,24,0,32,77.4,1,21.09375
54,0,900,14,0,0,45,0,900,54,0,18,0,0,112500,34,30,0,40,65.7,1,22.5
59,1,800,12,0,0,40,0,132,56,0,8,0,0,45000,41,42,0,24,38.136,1,5.5
45,0,777,18,0,0,40,1,89,44,0,13,0,0,45000,21,25,0,12,40.372,1,7.416667
48,1,550,12,0,0,45,0,770,45,0,12,0,0,67500,30,27,0,35,27.46,1,22
52,1,600,9,1,1,40,0,450,45,1,12,1,1,55000,37,27,0,35,31.6,1,12.85714
32,0,550,12,0,0,40,1,130,35,0,14,0,0,32500,14,15,0,30,25.74,1,4.333333
49,1,680,14,0,0,40,0,334,48,0,12,0,0,0,29,30,0,20,0,1,16.7
33,0,560,11,0,0,40,1,210,27,0,8,0,0,32500,16,13,0,40,21.58,1,5.25
30,0,260,12,0,0,64,0,79,29,0,13,0,0,11500,12,10,1,15,7.392,1,5.266667
42,1,1120,12,0,0,50,0,320,37,0,12,0,0,67500,24,19,0,40,50.86,1,8
24,0,388,12,0,0,40,0,300,25,0,16,0,0,32500,6,3,0,40,16.9,1,7.5
30,0,961,16,0,0,30,0,653,29,0,16,0,0,3000,8,7,1,40,0,1,16.325
50,1,512,16,0,0,40,1,500,48,0,18,0,0,67500,28,24,0,40,41.5,1,12.5
32,0,700,9,0,1,50,1,100,33,0,9,1,0,32500,17,18,0,20,27.3,1,5
43,1,371,12,0,0,54,0,280,41,0,12,0,0,32500,25,23,0,40,17.94,1,7
39,0,280,12,0,0,40,1,340,38,0,12,0,0,32500,21,20,0,40,14.82,1,8.5
57,0,300,12,1,0,32,0,210,51,1,4,0,0,32500,39,41,0,40,21.58,1,5.25
49,0,400,12,0,0,45,0,425,48,0,17,0,0,0,31,25,0,35,0,1,12.14286
25,0,338,14,0,0,40,1,300,28,0,12,0,0,32500,5,10,0,40,16.9,1,7.5
42,0,250,13,0,0,30,1,600,41,0,13,0,0,67500,23,22,0,40,36.3,1,15
37,1,556,12,0,0,40,0,320,33,0,12,0,0,45000,19,15,1,40,28.36,1,8
49,0,140,13,0,0,72,0,600,49,0,14,0,0,112500,30,29,0,60,81.3,1,10
46,0,660,12,0,0,8,0,420,45,0,12,0,1,112500,28,27,0,40,90.66,1,10.5
34,1,594,16,0,0,40,1,545,39,0,18,0,1,55000,12,15,0,36,26.66,1,15.13889
45,0,275,7,1,0,72,0,30,33,0,12,0,0,17500,32,15,0,6,15.94,1,5
39,0,600,17,0,0,40,0,414,36,0,12,0,0,55000,16,18,1,40,33.472,1,10.35
37,1,500,12,0,0,50,0,452,29,0,12,0,1,37500,19,11,1,40,13.996,1,11.3
38,0,653,17,0,0,40,1,423,37,0,16,0,0,55000,15,15,0,32,33.004,1,13.21875
43,0,640,16,0,0,40,0,300,34,0,18,0,0,45000,21,10,1,32,29.4,1,9.375
42,0,280,18,0,0,40,1,660,39,0,18,0,0,0,18,15,0,45,0,1,14.66667
39,1,360,16,0,0,40,1,320,36,0,16,0,0,67500,17,14,0,40,50.86,1,8
37,0,480,12,0,0,40,1,5,36,0,12,0,0,22500,19,18,0,1,22.24,1,5
46,0,400,12,0,0,40,0,400,46,0,10,0,0,45000,28,30,0,25,24.2,1,16
48,0,300,13,0,0,44,0,308,42,0,13,0,0,32500,29,23,0,40,16.484,1,7.7
49,1,350,12,1,0,40,0,125,48,1,13,0,0,32500,31,29,0,20,26,1,6.25
